phase error in absolute resolution,track offset curve in absolute resolution,phase margin in absolute resolution,single turn position in degree,continuous single turn position in degree
50,32,18,30.73974609375,30.73974609375
50,32,18,30.65185546875,30.65185546875
51,32,19,30.5859375,30.5859375
48,32,16,30.4541015625,30.4541015625
47,32,15,30.34423828125,30.34423828125
47,32,15,30.25634765625,30.25634765625
49,32,17,30.21240234375,30.21240234375
46,32,14,30.05859375,30.05859375
47,32,15,29.99267578125,29.99267578125
45,32,13,29.8828125,29.8828125
44,32,12,29.77294921875,29.77294921875
45,32,13,29.70703125,29.70703125
48,32,16,29.68505859375,29.68505859375
48,32,16,29.59716796875,29.59716796875
48,32,16,29.53125,29.53125
49,32,17,29.46533203125,29.46533203125
51,32,19,29.42138671875,29.42138671875
53,32,21,29.37744140625,29.37744140625
52,32,20,29.267578125,29.267578125
53,32,21,29.2236328125,29.2236328125
52,32,20,29.11376953125,29.11376953125
50,32,18,28.98193359375,28.98193359375
51,32,19,28.916015625,28.916015625
48,32,16,28.76220703125,28.76220703125
47,32,15,28.67431640625,28.67431640625
46,32,14,28.564453125,28.564453125
45,32,13,28.45458984375,28.45458984375
44,32,12,28.3447265625,28.3447265625
45,32,13,28.27880859375,28.27880859375
43,32,11,28.14697265625,28.14697265625
42,32,10,28.05908203125,28.05908203125
45,32,13,28.037109375,28.037109375
48,32,16,28.01513671875,28.01513671875
48,32,16,27.92724609375,27.92724609375
50,32,18,27.88330078125,27.88330078125
52,32,20,27.861328125,27.861328125
50,32,18,27.7294921875,27.7294921875
53,32,21,27.70751953125,27.70751953125
58,32,26,27.7294921875,27.7294921875
58,32,26,27.6416015625,27.6416015625
56,32,24,27.53173828125,27.53173828125
58,32,26,27.48779296875,27.48779296875
60,32,28,27.44384765625,27.44384765625
65,32,33,27.4658203125,27.4658203125
66,32,34,27.421875,27.421875
68,32,36,27.3779296875,27.3779296875
70,32,38,27.333984375,27.333984375
72,32,40,27.2900390625,27.2900390625
74,32,42,27.24609375,27.24609375
80,32,48,27.31201171875,27.31201171875
83,32,51,27.2900390625,27.2900390625
85,32,53,27.24609375,27.24609375
85,32,53,27.18017578125,27.18017578125
88,32,56,27.158203125,27.158203125
88,32,56,27.0703125,27.0703125
87,32,55,26.96044921875,26.96044921875
84,32,52,26.806640625,26.806640625
83,32,51,26.69677734375,26.69677734375
82,32,50,26.60888671875,26.60888671875
84,32,52,26.56494140625,26.56494140625
79,32,47,26.3671875,26.3671875
78,32,46,26.25732421875,26.25732421875
78,32,46,26.16943359375,26.16943359375
76,32,44,26.0595703125,26.0595703125
73,32,41,25.90576171875,25.90576171875
72,32,40,25.7958984375,25.7958984375
72,32,40,25.7080078125,25.7080078125
67,32,35,25.51025390625,25.51025390625
66,32,34,25.400390625,25.400390625
67,32,35,25.3564453125,25.3564453125
62,32,30,25.15869140625,25.15869140625
61,32,29,25.048828125,25.048828125
60,32,28,24.93896484375,24.93896484375
62,32,30,24.89501953125,24.89501953125
60,32,28,24.76318359375,24.76318359375
57,32,25,24.63134765625,24.63134765625
51,32,19,24.41162109375,24.41162109375
51,32,19,24.32373046875,24.32373046875
48,32,16,24.169921875,24.169921875
47,32,15,24.06005859375,24.06005859375
50,32,18,24.0380859375,24.0380859375
46,32,14,23.88427734375,23.88427734375
46,32,14,23.79638671875,23.79638671875
46,32,14,23.70849609375,23.70849609375
49,32,17,23.6865234375,23.6865234375
48,32,16,23.57666015625,23.57666015625
46,32,14,23.44482421875,23.44482421875
44,32,12,23.3349609375,23.3349609375
41,32,9,23.18115234375,23.18115234375
41,32,9,23.09326171875,23.09326171875
36,32,4,22.8955078125,22.8955078125
33,32,1,22.74169921875,22.74169921875
28,32,-4,22.5439453125,22.5439453125
24,28,-4,22.3681640625,22.3681640625
21,28,-7,22.21435546875,22.21435546875
15,28,-13,22.0166015625,22.0166015625
13,28,-15,21.884765625,21.884765625
12,28,-16,21.77490234375,21.77490234375
10,28,-18,21.64306640625,21.64306640625
8,28,-20,21.51123046875,21.51123046875
6,28,-22,21.37939453125,21.37939453125
7,28,-21,21.3134765625,21.3134765625
6,28,-22,21.20361328125,21.20361328125
6,28,-22,21.11572265625,21.11572265625
6,28,-22,21.0498046875,21.0498046875
7,28,-21,20.98388671875,20.98388671875
5,28,-23,20.85205078125,20.85205078125
9,28,-19,20.85205078125,20.85205078125
9,28,-19,20.76416015625,20.76416015625
7,28,-21,20.63232421875,20.63232421875
3,28,-25,20.45654296875,20.45654296875
5,28,-23,20.41259765625,20.41259765625
8,28,-20,20.41259765625,20.41259765625
7,28,-21,20.302734375,20.302734375
6,28,-22,20.19287109375,20.19287109375
7,28,-21,20.126953125,20.126953125
12,28,-16,20.14892578125,20.14892578125
14,28,-14,20.10498046875,20.10498046875
15,28,-13,20.0390625,20.0390625
18,28,-10,20.01708984375,20.01708984375
15,28,-13,19.88525390625,19.88525390625
15,28,-13,19.79736328125,19.79736328125
14,28,-14,19.6875,19.6875
11,24,-13,19.53369140625,19.53369140625
12,24,-12,19.4677734375,19.4677734375
7,24,-17,19.27001953125,19.27001953125
6,24,-18,19.16015625,19.16015625
7,24,-17,19.09423828125,19.09423828125
2,24,-22,18.896484375,18.896484375
0,24,-24,18.7646484375,18.7646484375
-1,24,-25,18.65478515625,18.65478515625
-5,24,-29,18.47900390625,18.47900390625
-3,24,-27,18.43505859375,18.43505859375
-3,24,-27,18.34716796875,18.34716796875
-2,24,-26,18.28125,18.28125
-4,24,-28,18.1494140625,18.1494140625
-3,24,-27,18.08349609375,18.08349609375
-3,24,-27,17.99560546875,17.99560546875
0,24,-24,17.99560546875,17.99560546875
0,24,-24,17.9296875,17.9296875
-1,24,-25,17.7978515625,17.7978515625
0,24,-24,17.73193359375,17.73193359375
1,24,-23,17.68798828125,17.68798828125
-1,24,-25,17.5341796875,17.5341796875
-1,24,-25,17.46826171875,17.46826171875
-1,24,-25,17.38037109375,17.38037109375
2,24,-22,17.38037109375,17.38037109375
3,24,-21,17.314453125,17.314453125
4,24,-20,17.24853515625,17.24853515625
10,24,-14,17.29248046875,17.29248046875
12,24,-12,17.2705078125,17.2705078125
15,24,-9,17.24853515625,17.24853515625
16,24,-8,17.1826171875,17.1826171875
16,24,-8,17.0947265625,17.0947265625
17,24,-7,17.02880859375,17.02880859375
16,24,-8,16.94091796875,16.94091796875
14,20,-6,16.80908203125,16.80908203125
14,20,-6,16.72119140625,16.72119140625
11,20,-9,16.5673828125,16.5673828125
7,20,-13,16.3916015625,16.3916015625
10,20,-10,16.36962890625,16.36962890625
8,20,-12,16.259765625,16.259765625
6,20,-14,16.1279296875,16.1279296875
6,20,-14,16.0400390625,16.0400390625
8,20,-12,15.99609375,15.99609375
8,20,-12,15.908203125,15.908203125
6,20,-14,15.79833984375,15.79833984375
3,20,-17,15.64453125,15.64453125
6,20,-14,15.62255859375,15.62255859375
4,20,-16,15.49072265625,15.49072265625
6,20,-14,15.44677734375,15.44677734375
10,20,-10,15.44677734375,15.44677734375
9,20,-11,15.3369140625,15.3369140625
11,20,-9,15.31494140625,15.31494140625
14,20,-6,15.29296875,15.29296875
13,20,-7,15.18310546875,15.18310546875
17,20,-3,15.18310546875,15.18310546875
17,20,-3,15.09521484375,15.09521484375
16,20,-4,14.9853515625,14.9853515625
17,20,-3,14.94140625,14.94140625
18,20,-2,14.87548828125,14.87548828125
22,20,2,14.87548828125,14.87548828125
25,20,5,14.853515625,14.853515625
32,20,12,14.91943359375,14.91943359375
35,20,15,14.91943359375,14.91943359375
37,20,17,14.87548828125,14.87548828125
39,20,19,14.83154296875,14.83154296875
39,20,19,14.74365234375,14.74365234375
39,20,19,14.65576171875,14.65576171875
39,20,19,14.56787109375,14.56787109375
38,20,18,14.4580078125,14.4580078125
37,20,17,14.34814453125,14.34814453125
37,20,17,14.2822265625,14.2822265625
33,20,13,14.1064453125,14.1064453125
